OrderID,Date,Category,Region,Channel,UnitsSold,UnitPrice,Discount,Revenue
100143,2023-01-05,Electronics,North,Online,1,264.22,0.0,264.22
100141,2023-01-05,Clothing,Central,Online,1,40.87,0.0,40.87
100138,2023-01-05,Sports & Outdoors,Central,Online,2,65.87,0.0,131.74
100139,2023-01-05,Electronics,North,Online,1,279.66,0.05,265.68
100140,2023-01-05,Books & Media,West,In-Store,1,18.76,0.0,18.76
100131,2023-01-05,Home & Garden,Central,Online,1,75.7,0.0,75.7
100132,2023-01-05,Electronics,North,In-Store,2,194.67,0.0,389.34
100133,2023-01-05,Electronics,North,In-Store,1,248.36,0.0,248.36
100130,2023-01-05,Home & Garden,Central,Online,1,92.92,0.0,92.92
100135,2023-01-05,Electronics,South,Online,1,179.62,0.0,179.62
100136,2023-01-05,Sports & Outdoors,North,Online,1,50.67,0.0,50.67
100137,2023-01-05,Sports & Outdoors,South,Online,1,53.71,0.0,53.71
100134,2023-01-05,Home & Garden,South,Online,1,71.31,0.0,71.31
100162,2023-01-06,Home & Garden,West,Online,1,96.21,0.0,96.21
100170,2023-01-06,Books & Media,Central,Online,1,20.83,0.05,19.79
100169,2023-01-06,Home & Garden,West,Online,5,93.3,0.0,466.5
100171,2023-01-06,Clothing,North,In-Store,1,50.0,0.0,50.0
100167,2023-01-06,Books & Media,Central,Online,1,22.67,0.0,22.67
100166,2023-01-06,Home & Garden,North,Online,2,69.59,0.0,139.18
100165,2023-01-06,Electronics,South,Online,1,379.89,0.0,379.89
100164,2023-01-06,Beauty & Health,North,Online,1,18.4,0.0,18.4
100163,2023-01-06,Books & Media,North,Online,5,15.62,0.0,78.1
100161,2023-01-06,Home & Garden,South,Online,1,81.27,0.0,81.27
100168,2023-01-06,Clothing,Central,In-Store,1,59.53,0.0,59.53
100159,2023-01-06,Electronics,West,Online,2,240.2,0.0,480.4
100158,2023-01-06,Home & Garden,South,Online,1,81.95,0.0,81.95
100157,2023-01-06,Home & Garden,North,In-Store,1,75.47,0.0,75.47
100156,2023-01-06,Sports & Outdoors,West,In-Store,2,83.35,0.0,166.7
100155,2023-01-06,Books & Media,Central,In-Store,1,20.87,0.0,20.87
100154,2023-01-06,Electronics,South,In-Store,1,365.15,0.0,365.15
100153,2023-01-06,Sports & Outdoors,North,Online,1,48.66,0.0,48.66
100152,2023-01-06,Home & Garden,South,Online,1,82.32,0.0,82.32
100151,2023-01-06,Clothing,Central,In-Store,2,33.91,0.0,67.82
100160,2023-01-06,Home & Garden,West,Online,1,64.58,0.0,64.58
100189,2023-01-07,Clothing,North,In-Store,1,49.17,0.0,49.17
100191,2023-01-07,Sports & Outdoors,West,In-Store,1,37.84,0.0,37.84
100192,2023-01-07,Books & Media,East,Online,2,17.73,0.0,35.46
100193,2023-01-07,Electronics,North,In-Store,1,242.07,0.0,242.07
100194,2023-01-07,Beauty & Health,North,Online,4,26.69,0.05,101.42
100195,2023-01-07,Electronics,East,Online,1,216.18,0.0,216.18
100199,2023-01-07,Home & Garden,South,In-Store,1,79.78,0.0,79.78
100197,2023-01-07,Sports & Outdoors,West,In-Store,2,63.94,0.0,127.88
100198,2023-01-07,Beauty & Health,West,Online,2,34.49,0.0,68.98
100188,2023-01-07,Beauty & Health,Central,Online,1,31.8,0.0,31.8
100200,2023-01-07,Electronics,Central,Online,1,230.84,0.0,230.84
100201,2023-01-07,Clothing,North,In-Store,2,50.69,0.0,101.38
100202,2023-01-07,Electronics,East,In-Store,2,201.06,0.0,402.12
100196,2023-01-07,Clothing,South,Online,2,61.21,0.1,110.18
100187,2023-01-07,Clothing,North,Online,1,55.23,0.0,55.23
100190,2023-01-07,Electronics,Central,In-Store,2,278.89,0.0,557.78
100185,2023-01-07,Sports & Outdoors,North,Online,1,69.02,0.0,69.02
100186,2023-01-07,Beauty & Health,East,In-Store,1,41.84,0.0,41.84
100172,2023-01-07,Sports & Outdoors,North,In-Store,1,52.53,0.0,52.53
100173,2023-01-07,Clothing,North,In-Store,1,66.22,0.0,66.22
100174,2023-01-07,Electronics,Central,In-Store,2,296.89,0.0,593.78
100176,2023-01-07,Home & Garden,South,In-Store,1,81.68,0.05,77.6
100177,2023-01-07,Electronics,East,In-Store,3,252.16,0.0,756.48
100175,2023-01-07,Sports & Outdoors,South,Online,1,49.79,0.0,49.79
100179,2023-01-07,Electronics,Central,Online,1,226.77,0.0,226.77
100180,2023-01-07,Electronics,Central,Online,2,202.48,0.0,404.96
100181,2023-01-07,Electronics,North,Online,3,222.91,0.0,668.73
100182,2023-01-07,Clothing,North,Online,1,50.75,0.0,50.75
100183,2023-01-07,Electronics,North,Online,1,238.94,0.0,238.94
100184,2023-01-07,Clothing,West,In-Store,1,46.71,0.0,46.71
100178,2023-01-07,Books & Media,East,In-Store,2,24.12,0.0,48.24
100227,2023-01-08,Electronics,North,In-Store,1,259.88,0.0,259.88
100222,2023-01-08,Beauty & Health,Central,In-Store,1,38.14,0.0,38.14
100223,2023-01-08,Clothing,North,Online,1,26.09,0.0,26.09
100224,2023-01-08,Sports & Outdoors,West,In-Store,1,95.25,0.0,95.25
100225,2023-01-08,Sports & Outdoors,West,In-Store,1,72.88,0.0,72.88
100226,2023-01-08,Sports & Outdoors,East,In-Store,1,58.03,0.0,58.03
100228,2023-01-08,Sports & Outdoors,West,In-Store,1,65.39,0.05,62.12
100236,2023-01-08,Sports & Outdoors,Central,Online,1,62.05,0.0,62.05
100230,2023-01-08,Clothing,Central,Online,3,40.43,0.0,121.29
100231,2023-01-08,Clothing,West,In-Store,1,53.82,0.0,53.82
100232,2023-01-08,Clothing,East,Online,1,32.99,0.0,32.99
100233,2023-01-08,Electronics,West,Online,1,190.58,0.0,190.58
100234,2023-01-08,Beauty & Health,Central,In-Store,2,37.18,0.0,74.36
100235,2023-01-08,Electronics,South,Online,1,168.47,0.0,168.47
100221,2023-01-08,Clothing,North,Online,1,43.29,0.0,43.29
100229,2023-01-08,Books & Media,West,In-Store,1,18.95,0.0,18.95
100220,2023-01-08,Electronics,Central,Online,1,314.94,0.0,314.94
100206,2023-01-08,Home & Garden,Central,Online,2,105.08,0.1,189.14
100218,2023-01-08,Electronics,West,In-Store,1,311.68,0.0,311.68
100204,2023-01-08,Home & Garden,East,Online,2,88.95,0.0,177.9
100205,2023-01-08,Clothing,East,In-Store,1,50.85,0.0,50.85
100219,2023-01-08,Books & Media,North,Online,2,21.45,0.0,42.9
100207,2023-01-08,Home & Garden,Central,In-Store,5,65.07,0.0,325.35
100208,2023-01-08,Sports & Outdoors,North,Online,1,69.04,0.0,69.04
100209,2023-01-08,Books & Media,South,Online,1,23.73,0.0,23.73
100210,2023-01-08,Electronics,East,Online,2,293.66,0.0,587.32
100203,2023-01-08,Beauty & Health,East,In-Store,1,43.86,0.0,43.86
100212,2023-01-08,Home & Garden,North,In-Store,2,70.84,0.0,141.68
100213,2023-01-08,Electronics,South,In-Store,1,266.19,0.0,266.19
100214,2023-01-08,Home & Garden,East,Online,1,75.34,0.0,75.34
100215,2023-01-08,Beauty & Health,West,Online,1,40.65,0.0,40.65
100216,2023-01-08,Clothing,North,Online,1,33.79,0.0,33.79
100217,2023-01-08,Clothing,East,In-Store,1,42.67,0.0,42.67
100211,2023-01-08,Home & Garden,Central,Online,1,53.87,0.0,53.87
100254,2023-01-09,Sports & Outdoors,South,Online,1,52.45,0.0,52.45
100255,2023-01-09,Electronics,Central,Online,1,133.22,0.0,133.22
100256,2023-01-09,Sports & Outdoors,West,Online,1,54.01,0.0,54.01
100257,2023-01-09,Books & Media,North,Online,1,21.19,0.0,21.19
100258,2023-01-09,Clothing,South,Online,1,54.02,0.0,54.02
100259,2023-01-09,Home & Garden,Central,Online,3,71.19,0.0,213.57
100263,2023-01-09,Beauty & Health,East,Online,1,39.99,0.0,39.99
100261,2023-01-09,Home & Garden,West,Online,1,103.62,0.0,103.62
100262,2023-01-09,Books & Media,North,Online,1,24.33,0.0,24.33
100264,2023-01-09,Electronics,Central,Online,2,256.01,0.0,512.02
100265,2023-01-09,Books & Media,East,Online,1,16.8,0.1,15.12
100266,2023-01-09,Beauty & Health,South,Online,1,37.46,0.0,37.46
100253,2023-01-09,Beauty & Health,North,In-Store,1,21.34,0.0,21.34
100260,2023-01-09,Home & Garden,South,Online,1,93.01,0.0,93.01
100252,2023-01-09,Clothing,North,Online,1,39.58,0.0,39.58
100248,2023-01-09,Sports & Outdoors,South,In-Store,1,51.71,0.0,51.71
100250,2023-01-09,Clothing,East,Online,1,47.26,0.0,47.26
100237,2023-01-09,Electronics,East,Online,1,180.12,0.0,180.12
100238,2023-01-09,Beauty & Health,East,Online,1,34.33,0.0,34.33
100251,2023-01-09,Sports & Outdoors,East,In-Store,1,62.35,0.0,62.35
100240,2023-01-09,Books & Media,Central,Online,1,20.25,0.0,20.25
100241,2023-01-09,Books & Media,North,In-Store,1,21.91,0.0,21.91
100242,2023-01-09,Home & Garden,West,Online,2,43.57,0.0,87.14
100239,2023-01-09,Clothing,West,Online,2,35.47,0.0,70.94
100244,2023-01-09,Sports & Outdoors,West,Online,2,78.12,0.0,156.24
100245,2023-01-09,Electronics,East,Online,1,275.14,0.0,275.14
100246,2023-01-09,Clothing,West,Online,1,41.76,0.0,41.76
100247,2023-01-09,Electronics,West,Online,1,228.26,0.0,228.26
100249,2023-01-09,Clothing,West,In-Store,1,46.52,0.0,46.52
100243,2023-01-09,Beauty & Health,South,In-Store,1,37.22,0.0,37.22
100278,2023-01-10,Clothing,Central,Online,2,46.5,0.0,93.0
100286,2023-01-10,Electronics,Central,Online,1,278.72,0.0,278.72
100285,2023-01-10,Electronics,South,Online,2,248.64,0.0,497.28
100284,2023-01-10,Beauty & Health,North,Online,1,33.99,0.0,33.99
100283,2023-01-10,Electronics,Central,In-Store,1,210.1,0.0,210.1
100282,2023-01-10,Books & Media,South,Online,1,20.74,0.0,20.74
100281,2023-01-10,Books & Media,Central,In-Store,1,10.26,0.0,10.26
100280,2023-01-10,Clothing,North,In-Store,1,42.69,0.0,42.69
100279,2023-01-10,Clothing,Central,Online,1,48.3,0.0,48.3
100277,2023-01-10,Beauty & Health,North,Online,2,38.26,0.0,76.52
100270,2023-01-10,Books & Media,South,In-Store,1,18.79,0.0,18.79
100275,2023-01-10,Home & Garden,North,In-Store,1,52.11,0.0,52.11
100274,2023-01-10,Electronics,North,Online,1,278.97,0.0,278.97
100273,2023-01-10,Home & Garden,South,In-Store,1,64.1,0.0,64.1
100272,2023-01-10,Sports & Outdoors,South,Online,1,57.3,0.05,54.43
100271,2023-01-10,Clothing,South,In-Store,1,32.7,0.0,32.7
100269,2023-01-10,Clothing,North,Online,1,39.48,0.0,39.48
100268,2023-01-10,Electronics,North,In-Store,5,310.94,0.0,1554.7
100267,2023-01-10,Electronics,North,In-Store,1,326.54,0.0,326.54
100276,2023-01-10,Sports & Outdoors,East,In-Store,2,59.94,0.0,119.88
100300,2023-01-11,Clothing,North,In-Store,1,26.15,0.0,26.15
100301,2023-01-11,Books & Media,West,Online,1,20.72,0.0,20.72
100302,2023-01-11,Home & Garden,East,In-Store,1,66.63,0.0,66.63
100303,2023-01-11,Clothing,North,Online,1,44.94,0.0,44.94
100307,2023-01-11,Electronics,East,In-Store,1,307.37,0.0,307.37
100305,2023-01-11,Clothing,East,In-Store,1,37.41,0.0,37.41
100306,2023-01-11,Beauty & Health,East,In-Store,1,34.05,0.0,34.05
100308,2023-01-11,Clothing,North,Online,1,42.26,0.0,42.26
100304,2023-01-11,Sports & Outdoors,East,Online,2,75.75,0.0,151.5
100298,2023-01-11,Electronics,South,Online,4,322.74,0.0,1290.96
100299,2023-01-11,Clothing,Central,In-Store,2,37.65,0.0,75.3
100296,2023-01-11,Electronics,West,In-Store,1,203.66,0.0,203.66
100295,2023-01-11,Electronics,North,Online,5,291.42,0.0,1457.1
100294,2023-01-11,Books & Media,West,Online,1,24.3,0.0,24.3
100293,2023-01-11,Sports & Outdoors,South,Online,1,87.6,0.0,87.6
100292,2023-01-11,Sports & Outdoors,North,Online,2,60.36,0.0,120.72
100291,2023-01-11,Electronics,North,Online,3,266.31,0.0,798.93
100290,2023-01-11,Clothing,West,In-Store,2,47.39,0.0,94.78
100289,2023-01-11,Clothing,Central,Online,2,47.74,0.0,95.48
100288,2023-01-11,Clothing,West,Online,3,46.82,0.05,133.44
100287,2023-01-11,Electronics,East,Online,1,208.55,0.0,208.55
100297,2023-01-11,Clothing,West,Online,1,47.5,0.0,47.5
100323,2023-01-12,Books & Media,West,Online,4,18.79,0.0,75.16
100324,2023-01-12,Books & Media,West,In-Store,1,16.74,0.1,15.07
100332,2023-01-12,Books & Media,West,Online,1,16.82,0.0,16.82
100325,2023-01-12,Books & Media,West,Online,5,18.83,0.1,84.74
100326,2023-01-12,Clothing,South,In-Store,1,30.93,0.0,30.93
100331,2023-01-12,Electronics,South,In-Store,2,317.8,0.0,635.6
100328,2023-01-12,Clothing,South,Online,2,43.15,0.0,86.3
100329,2023-01-12,Electronics,East,Online,1,252.43,0.0,252.43
100330,2023-01-12,Clothing,North,Online,2,53.61,0.0,107.22
100322,2023-01-12,Electronics,East,In-Store,2,228.24,0.0,456.48
100327,2023-01-12,Clothing,North,Online,1,37.68,0.0,37.68
100321,2023-01-12,Home & Garden,North,In-Store,1,88.82,0.0,88.82
100316,2023-01-12,Home & Garden,Central,Online,1,62.48,0.0,62.48
100319,2023-01-12,Electronics,West,Online,1,219.63,0.0,219.63
100318,2023-01-12,Clothing,Central,In-Store,1,66.2,0.0,66.2
100317,2023-01-12,Books & Media,North,In-Store,4,19.58,0.0,78.32
100315,2023-01-12,Home & Garden,North,Online,2,58.98,0.0,117.96
100314,2023-01-12,Sports & Outdoors,East,Online,1,57.35,0.1,51.62
100313,2023-01-12,Clothing,South,In-Store,1,48.2,0.0,48.2
100312,2023-01-12,Sports & Outdoors,North,Online,4,69.34,0.0,277.36
100311,2023-01-12,Clothing,East,Online,1,53.1,0.0,53.1
100310,2023-01-12,Home & Garden,North,In-Store,1,76.88,0.0,76.88
100309,2023-01-12,Clothing,North,In-Store,2,54.3,0.0,108.6
100320,2023-01-12,Clothing,East,In-Store,1,59.66,0.0,59.66
100350,2023-01-13,Books & Media,East,Online,1,23.18,0.0,23.18
100351,2023-01-13,Home & Garden,East,In-Store,1,60.39,0.0,60.39
100352,2023-01-13,Electronics,North,In-Store,2,289.3,0.05,549.67
100353,2023-01-13,Clothing,East,In-Store,2,39.11,0.0,78.22
100354,2023-01-13,Home & Garden,East,In-Store,1,50.71,0.0,50.71
100360,2023-01-13,Beauty & Health,North,In-Store,1,29.73,0.0,29.73
100356,2023-01-13,Sports & Outdoors,West,Online,1,49.88,0.0,49.88
100357,2023-01-13,Clothing,South,In-Store,1,39.49,0.0,39.49
100358,2023-01-13,Home & Garden,East,Online,1,79.41,0.0,79.41
100359,2023-01-13,Home & Garden,East,Online,2,75.05,0.0,150.1
100348,2023-01-13,Clothing,North,Online,2,42.46,0.0,84.92
100355,2023-01-13,Home & Garden,West,In-Store,1,76.06,0.0,76.06
100347,2023-01-13,Clothing,South,Online,1,41.58,0.0,41.58
100349,2023-01-13,Home & Garden,Central,In-Store,1,74.29,0.0,74.29
100345,2023-01-13,Clothing,West,In-Store,3,41.08,0.05,117.08
100346,2023-01-13,Home & Garden,East,Online,1,92.01,0.0,92.01
100333,2023-01-13,Sports & Outdoors,North,In-Store,1,64.68,0.0,64.68
100334,2023-01-13,Clothing,South,Online,4,38.05,0.0,152.2
100335,2023-01-13,Electronics,South,In-Store,1,263.84,0.0,263.84
100337,2023-01-13,Clothing,East,Online,1,47.24,0.0,47.24
100338,2023-01-13,Sports & Outdoors,Central,Online,2,65.06,0.05,123.61
100336,2023-01-13,Home & Garden,North,Online,1,91.71,0.0,91.71
100340,2023-01-13,Books & Media,West,In-Store,1,15.51,0.0,15.51
100341,2023-01-13,Clothing,Central,In-Store,3,54.26,0.0,162.78
100342,2023-01-13,Sports & Outdoors,Central,In-Store,1,44.2,0.0,44.2
100343,2023-01-13,Electronics,East,Online,2,164.76,0.0,329.52
100344,2023-01-13,Electronics,North,In-Store,1,136.15,0.0,136.15
100339,2023-01-13,Sports & Outdoors,North,In-Store,1,74.34,0.0,74.34
100386,2023-01-14,Sports & Outdoors,North,In-Store,3,52.39,0.0,157.17
100381,2023-01-14,Clothing,East,In-Store,1,34.25,0.0,34.25
100382,2023-01-14,Clothing,South,Online,1,46.29,0.1,41.66
100383,2023-01-14,Sports & Outdoors,North,In-Store,1,67.62,0.0,67.62
100384,2023-01-14,Electronics,North,In-Store,2,224.56,0.0,449.12
100385,2023-01-14,Clothing,West,Online,1,54.59,0.0,54.59
100387,2023-01-14,Clothing,East,Online,2,40.09,0.0,80.18
100393,2023-01-14,Clothing,Central,Online,1,35.08,0.0,35.08
100395,2023-01-14,Home & Garden,West,Online,1,97.35,0.0,97.35
100389,2023-01-14,Electronics,East,Online,1,247.4,0.0,247.4
100390,2023-01-14,Clothing,Central,Online,1,59.77,0.0,59.77
100391,2023-01-14,Beauty & Health,East,In-Store,1,19.6,0.0,19.6
100392,2023-01-14,Beauty & Health,North,In-Store,1,23.01,0.0,23.01
100394,2023-01-14,Sports & Outdoors,North,In-Store,3,49.8,0.0,149.4
100380,2023-01-14,Home & Garden,East,Online,1,97.13,0.1,87.42
100388,2023-01-14,Clothing,Central,In-Store,1,44.56,0.0,44.56
100379,2023-01-14,Electronics,East,Online,1,229.31,0.0,229.31
100367,2023-01-14,Beauty & Health,North,In-Store,2,41.67,0.1,75.01
100377,2023-01-14,Home & Garden,South,Online,4,80.09,0.1,288.32
100378,2023-01-14,Clothing,South,Online,1,40.72,0.0,40.72
100361,2023-01-14,Books & Media,North,Online,5,27.6,0.0,138.0
100362,2023-01-14,Clothing,Central,In-Store,1,44.45,0.0,44.45
